POR_s1            , PIPW_s1           , PDR_s1            , POR_s2            , PIPW_s2           , PDR_s2            , POR_s3            , PIPW_s3           , PDR_s3            , POR_s4            , PIPW_s4           , PDR_s4
1.989441651575968 , 1.9921810567445657, 1.9921810567445657, 1.9990955603296356, 2.021858011910487 , 2.0218580119104868, 2.000668503139895 , 2.0037635829222347, 2.0037635829222338, 2.2347743203780297, 2.24282320973259  , 2.242823209732589
1.997951756025855 , 1.9958245079752814, 1.9958245079752819, 1.994373343505998 , 1.9831257513827134, 1.9831257513827127, 1.9838499183121825, 1.9789817074408915, 1.9789817074408957, 2.1714514566632346, 2.159167757785509 , 2.159167757785511
1.9896783189478282, 1.9919376397793682, 1.9919376397793687, 1.9074833087114198, 1.9297404620872642, 1.9297404620872654, 2.0157740795064276, 2.020709505156134 , 2.0207095051561295, 2.0775301459733058, 2.079712420104036 , 2.079712420104037
2.0338325318326254, 2.032588510561416 , 2.032588510561416 , 2.0612257137781   , 2.0634198433121282, 2.063419843312128 , 2.036342316455208 , 2.0326470516206445, 2.0326470516206436, 2.1924704260621724, 2.192002061442383 , 2.192002061442383
1.996052425168536 , 2.0000020410449695, 2.0000020410449686, 2.053121705290309 , 2.064917988680239 , 2.064917988680239 , 2.00153087415456  , 2.0002554831816015, 2.0002554831816   , 2.2411505625327877, 2.2500072634561317, 2.2500072634561294
1.9739685244534004, 1.9712136097822461, 1.9712136097822461, 1.6561878893844835, 1.6478967295989784, 1.6478967295989784, 1.955523052214073 , 1.9508163714534137, 1.9508163714534146, 1.9912095676248003, 1.9938032728848885, 1.9938032728848873
2.0254656442905556, 2.0271835804881286, 2.0271835804881286, 1.964037912505461 , 1.9781846990061174, 1.9781846990061174, 2.022957777774387 , 2.024330288858548 , 2.0243302888585473, 2.1258504231511424, 2.1398820745263922, 2.1398820745263887
1.9403097396866538, 1.9383212074064784, 1.9383212074064784, 2.0291483460494533, 2.0427653640450774, 2.0427653640450765, 1.9431632941608616, 1.9597034110700973, 1.9597034110701006, 2.2238950043348282, 2.2257216328666414, 2.225721632866641
2.022761298195636 , 2.021244957453254 , 2.021244957453254 , 2.1182444223812666, 2.1190007779241644, 2.119000777924165 , 2.038830939434031 , 2.0427382437266988, 2.042738243726696 , 2.2397112725106894, 2.2406506152931382, 2.240650615293137
2.036936389302271 , 2.037368879953559 , 2.037368879953559 , 1.8435776221048175, 1.834002434926998 , 1.834002434926998 , 2.045526367547029 , 2.0353699431313848, 2.0353699431313865, 2.027850828837771 , 2.024722495870611 , 2.02472249587061
